start_date,months,nw_buy,nw_rent,R,winner,mortgage_rate,pr_ratio,sdlt_paid
2019-08-31,60,96295.24014104076,72029.99367012015,0.7480119844409752,BUY,0.025,23.679084115420643,0.0
2019-09-30,60,99154.80402123719,73067.78985075123,0.7369062000778239,BUY,0.025,23.711846506948728,0.0
2019-10-31,60,100205.7965393028,71751.99936752926,0.7160463949746324,BUY,0.024900000000000002,23.558134514150105,0.0
2019-11-30,60,100869.02282467223,72078.4161865736,0.7145743476850998,BUY,0.025,23.400564446814734,0.0
2019-12-31,60,98461.1906698893,72504.6151736126,0.7363775989333577,BUY,0.024900000000000002,23.50863643456396,0.0
2020-01-31,60,99045.52633966421,74743.24731046744,0.7546352679690433,BUY,0.024900000000000002,23.413132985554956,0.0
2020-02-29,60,101094.7628857271,73375.18553072566,0.7258060005904126,BUY,0.024900000000000002,23.266980835475504,0.0
2020-03-31,60,98452.58412808256,80186.06372006853,0.8144637789877606,BUY,0.0248,23.49727689920484,0.0
2020-04-30,60,102606.56083629729,82931.85987141667,0.808251043553926,BUY,0.0239,23.32637487281612,0.0
2020-05-31,60,96413.34537675674,71761.89494985649,0.7443149562898249,BUY,0.0233,23.25088743419523,0.0
2020-06-30,60,96647.96699652015,69327.76584835313,0.7173225470003866,BUY,0.025,23.522346073893345,0.0
2020-07-31,60,95069.95698338162,75139.24680146041,0.7903574292622734,BUY,0.0286,23.7208922678566,0.0
2020-08-31,60,94196.61734980051,80101.02602979897,0.8503598991494848,BUY,0.0302,23.94204778070034,0.0
2020-09-30,60,90729.51577666239,92494.98348560082,1.019458581849861,RENT,0.0395,24.11162023568873,0.0
2020-10-31,60,88567.32276252532,94353.11313923153,1.0653264680046792,RENT,0.0416,24.06789325472179,0.0
2020-11-30,60,86187.07728203022,99597.16659460918,1.1555928073613297,RENT,0.0407,24.350336456528687,0.0
2020-12-31,60,86386.44516756007,96513.89772894193,1.1172342783840459,RENT,0.038,24.502254041296943,0.0
2021-01-31,60,83983.87792533019,91858.73698240212,1.0937663186269326,RENT,0.0365,24.437138277013265,0.0
2021-02-28,60,84428.4326353076,90036.90554788243,1.0664287223807751,RENT,0.0351,24.44616138844992,0.0
2021-03-31,60,80964.56034589143,91280.01774163306,1.1274070698546699,RENT,0.0345,24.73946944848403,0.0
2021-04-30,60,83926.80204167069,89371.68084649835,1.0648765194475565,RENT,0.0345,24.399872309730686,0.0
2021-05-31,60,85436.84121462554,81855.53274350008,0.9580823867056499,BUY,0.034300000000000004,24.393094886094293,0.0
2021-06-30,60,75619.3791794758,93612.1605899169,1.2379387612762178,RENT,0.0336,25.491167320103063,0.0
2021-07-31,60,87150.85819056418,87350.5931812267,1.002291830451351,RENT,0.032,24.370382800137993,0.0
